Total Qty,Reg Qty,Foil Qty,Card,Set,Mana Cost,Card Type,Color,Rarity,Mvid,Single Price,Single Foil Price,Total Price,Price Source,Notes
2,2,0,Unearth,Urza's Legacy,B,Sorcery,Black,Common,12398,0.10,28.10,0.20,tcglo,
1,1,0,Viashino Cutthroat,Urza's Legacy,2RR,Creature  - Viashino,Red,Uncommon,12419,0.05,0.34,0.05,tcglo,
1,1,0,Viashino Heretic,Urza's Legacy,2R,Creature  - Viashino,Red,Uncommon,12424,0.74,9.96,0.74,tcglo,
1,1,0,Weatherseed Elf,Urza's Legacy,G,Creature  - Elf,Green,Common,12430,0.08,0.33,0.08,tcglo,
1,1,0,Rancor,Urza's Legacy,G,Enchantment  - Aura,Green,Common,12433,0.40,16.18,0.40,tcglo,
3,3,0,Darkwatch Elves,Urza's Legacy,2G,Creature  - Elf,Green,Uncommon,12435,0.08,0.51,0.24,tcglo,
1,1,0,Ghitu Slinger,Urza's Legacy,2R,Creature  - Human Nomad,Red,Common,12475,0.05,0.53,0.05,tcglo,
1,1,0,Ticking Gnomes,Urza's Legacy,3,Artifact Creature  - Gnome,Artifact,Uncommon,12647,0.06,0.25,0.06,tcglo,
3,3,0,Yavimaya Granger,Urza's Legacy,2G,Creature  - Elf,Green,Common,12656,0.04,2.00,0.12,tcglo,
4,4,0,Elephant Guide,Judgment,2G,Enchantment  - Aura,Green,Uncommon,12692,0.10,1.05,0.40,tcglo,
1,1,0,Devout Harpist,Urza's Legacy,W,Creature  - Human,White,Common,12813,0.05,2.46,0.05,tcglo,
1,1,0,Aura Flux,Urza's Legacy,2U,Enchantment,Blue,Common,12943,0.05,2.18,0.05,tcglo,
1,1,0,Engineered Plague,Urza's Legacy,2B,Enchantment,Black,Uncommon,12944,0.08,1.70,0.08,tcglo,
1,1,0,Giant Cockroach,Urza's Legacy,3B,Creature  - Insect,Black,Common,12946,0.03,0.20,0.03,tcglo,
1,1,0,Viashino Bey,Urza's Legacy,2RR,Creature  - Viashino,Red,Common,12948,0.03,0.21,0.03,tcglo,
1,1,0,Femeref Archers,Seventh Edition,2G,Creature  - Human Archer,Green,Uncommon,12963,0.05,3.49,0.05,tcglo,
5,5,0,Spitting Earth,Seventh Edition,1R,Sorcery,Red,Common,12972,0.05,0.30,0.25,tcglo,
2,2,0,Razorfoot Griffin,Seventh Edition,3W,Creature  - Griffin,White,Common,12977,0.03,5.99,0.06,tcglo,
1,1,0,Pacifism,Seventh Edition,1W,Enchantment  - Aura,White,Common,12978,0.05,2.74,0.05,tcglo,
1,1,0,Ostracize,Seventh Edition,B,Sorcery,Black,Common,12980,0.05,1.29,0.05,tcglo,
1,1,0,Tremor,Seventh Edition,R,Sorcery,Red,Common,12988,0.05,29.00,0.05,tcglo,
2,2,0,Razortooth Rats,Seventh Edition,2B,Creature  - Rat,Black,Common,12996,0.02,5.40,0.04,tcglo,
1,1,0,Redwood Treefolk,Seventh Edition,4G,Creature  - Treefolk,Green,Common,12999,0.01,1.00,0.01,tcglo,
1,1,0,Gravedigger,Seventh Edition,3B,Creature  - Zombie,Black,Common,13025,0.04,3.00,0.04,tcglo,
1,1,0,Wind Dancer,Seventh Edition,1U,Creature  - Faerie,Blue,Uncommon,13038,0.09,21.99,0.09,tcglo,
1,1,0,Wind Drake,Seventh Edition,2U,Creature  - Drake,Blue,Common,13039,0.03,0.89,0.03,tcglo,
4,4,0,Seeker of Skybreak,Seventh Edition,1G,Creature  - Elf,Green,Common,13046,0.24,46.35,0.96,tcglo,
2,2,0,Gorilla Chieftain,Seventh Edition,2GG,Creature  - Ape,Green,Common,13047,0.02,1.27,0.04,tcglo,
2,2,0,Trained Armodon,Seventh Edition,1GG,Creature  - Elephant,Green,Common,13048,0.03,2.00,0.06,tcglo,
1,1,0,Sudden Impact,Seventh Edition,3R,Instant,Red,Uncommon,13059,0.09,1.25,0.09,tcglo,
1,1,0,Spined Wurm,Seventh Edition,4G,Creature  - Wurm,Green,Common,13096,0.02,1.29,0.02,tcglo,
1,1,0,Goblin Spelunkers,Seventh Edition,2R,Creature  - Goblin Warrior,Red,Common,13100,0.02,0.40,0.02,tcglo,
1,1,0,Looming Shade,Seventh Edition,2B,Creature  - Shade,Black,Common,13104,0.02,9.00,0.02,tcglo,
1,1,0,Anaconda,Seventh Edition,3G,Creature  - Snake,Green,Uncommon,13106,0.05,1.01,0.05,tcglo,
1,1,0,Hollow Dogs,Seventh Edition,4B,Creature  - Zombie Hound,Black,Common,13107,0.03,1.10,0.03,tcglo,
1,1,0,Intrepid Hero,Seventh Edition,2W,Creature  - Human Soldier,White,Rare,13117,0.39,22.99,0.39,tcglo,
1,1,0,Goblin Raider,Seventh Edition,1R,Creature  - Goblin Warrior,Red,Common,13122,0.02,1.75,0.02,tcglo,
1,1,0,Baleful Stare,Seventh Edition,2U,Sorcery,Blue,Uncommon,13124,0.05,26.61,0.05,tcglo,
1,1,0,Disorder,Seventh Edition,1R,Sorcery,Red,Uncommon,13136,0.05,1.47,0.05,tcglo,
1,1,0,Western Paladin,Seventh Edition,2BB,Creature  - Zombie Knight,Black,Rare,13138,0.14,17.47,0.14,tcglo,
3,3,0,Wood Elves,Seventh Edition,2G,Creature  - Elf Scout,Green,Common,13147,0.24,36.99,0.72,tcglo,
1,1,0,Plague Beetle,Seventh Edition,B,Creature  - Insect,Black,Common,13158,0.04,2.47,0.04,tcglo,
1,1,0,Northern Paladin,Seventh Edition,2WW,Creature  - Human Knight,White,Rare,13166,0.25,10249.00,0.25,tcglo,
3,3,0,Venerable Monk,Seventh Edition,2W,Creature  - Human Monk Cleric,White,Common,13167,0.02,0.47,0.06,tcglo,
1,1,0,Inspiration,Seventh Edition,3U,Instant,Blue,Common,13169,0.03,3.80,0.03,tcglo,
1,1,0,Pillage,Seventh Edition,1RR,Sorcery,Red,Uncommon,13182,0.10,38.99,0.10,tcglo,
1,1,0,Lava Axe,Seventh Edition,4R,Sorcery,Red,Common,13185,0.02,3.00,0.02,tcglo,
3,3,0,Blaze,Seventh Edition,XR,Sorcery,Red,Uncommon,13187,0.10,12.30,0.30,tcglo,
1,1,0,Familiar Ground,Seventh Edition,2G,Enchantment,Green,Uncommon,13191,0.07,8.99,0.07,tcglo,
1,1,0,Venerable Monk,Classic Sixth Edition,2W,Creature  - Human Monk Cleric,White,Common,14454,0.02,0.00,0.02,tcglo,
2,2,0,Pacifism,Classic Sixth Edition,1W,Enchantment  - Aura,White,Common,14460,0.05,0.00,0.10,tcglo,
3,3,0,Disenchant,Classic Sixth Edition,1W,Instant,White,Common,14463,0.06,0.00,0.18,tcglo,
5,5,0,Armored Pegasus,Classic Sixth Edition,1W,Creature  - Pegasus,White,Common,14469,0.05,0.00,0.25,tcglo,
1,1,0,Regal Unicorn,Classic Sixth Edition,2W,Creature  - Unicorn,White,Common,14473,0.05,0.00,0.05,tcglo,
1,1,0,Inspiration,Classic Sixth Edition,3U,Instant,Blue,Common,14507,0.01,0.00,0.01,tcglo,
4,4,0,Counterspell,Classic Sixth Edition,UU,Instant,Blue,Common,14511,0.50,0.00,2.00,tcglo,
4,4,0,Boomerang,Classic Sixth Edition,UU,Instant,Blue,Common,14513,0.08,0.00,0.32,tcglo,
4,4,0,Flight,Classic Sixth Edition,U,Enchantment  - Aura,Blue,Common,14515,0.05,0.00,0.20,tcglo,
1,1,0,Prodigal Sorcerer,Classic Sixth Edition,2U,Creature  - Human Wizard,Blue,Common,14523,0.07,0.00,0.07,tcglo,
1,1,0,Horned Turtle,Classic Sixth Edition,2U,Creature  - Turtle,Blue,Common,14524,0.02,0.00,0.02,tcglo,
1,1,0,Sea Monster,Classic Sixth Edition,4UU,Creature  - Serpent,Blue,Common,14525,0.05,0.00,0.05,tcglo,
1,1,0,Duress,Seventh Edition,B,Sorcery,Black,Common,14557,0.10,30.66,0.10,tcglo,
1,1,0,Fear,Classic Sixth Edition,BB,Enchantment  - Aura,Black,Common,14560,0.04,0.00,0.04,tcglo,
5,5,0,Coercion,Classic Sixth Edition,2B,Sorcery,Black,Common,14561,0.02,0.00,0.10,tcglo,
4,4,0,Drudge Skeletons,Classic Sixth Edition,1B,Creature  - Skeleton,Black,Common,14569,0.04,0.00,0.16,tcglo,
1,1,0,Lightning Blast,Classic Sixth Edition,3R,Instant,Red,Common,14610,0.02,0.00,0.02,tcglo,
1,1,0,Firebreathing,Classic Sixth Edition,R,Enchantment  - Aura,Red,Common,14616,0.02,0.00,0.02,tcglo,
2,2,0,Goblin Digging Team,Classic Sixth Edition,R,Creature  - Goblin,Red,Common,14618,0.03,0.00,0.06,tcglo,
5,5,0,Flame Spirit,Classic Sixth Edition,4R,Creature  - Elemental Spirit,Red,Common,14626,0.02,0.00,0.10,tcglo,
1,1,0,Blaze,Classic Sixth Edition,XR,Sorcery,Red,Uncommon,14628,0.06,0.00,0.06,tcglo,
1,1,0,Orcish Oriflamme,Classic Sixth Edition,3R,Enchantment,Red,Uncommon,14635,0.04,0.00,0.04,tcglo,
1,1,0,Grizzly Bears,Classic Sixth Edition,1G,Creature  - Bear,Green,Common,14671,0.05,0.00,0.05,tcglo,
3,3,0,Giant Spider,Classic Sixth Edition,3G,Creature  - Spider,Green,Common,14676,0.04,0.00,0.12,tcglo,
1,1,0,Stalking Tiger,Classic Sixth Edition,3G,Creature  - Cat,Green,Common,14677,0.04,0.00,0.04,tcglo,
2,2,0,Fog,Classic Sixth Edition,G,Instant,Green,Common,14682,0.08,0.00,0.16,tcglo,
3,3,0,Giant Growth,Classic Sixth Edition,G,Instant,Green,Common,14683,0.05,0.00,0.15,tcglo,
1,1,0,Elven Cache,Classic Sixth Edition,2GG,Sorcery,Green,Common,14686,0.05,0.00,0.05,tcglo,
2,2,0,Dark Banishing,Seventh Edition,2B,Instant,Black,Common,14754,0.05,11.49,0.10,tcglo,
1,1,0,Rod of Ruin,Classic Sixth Edition,4,Artifact,Artifact,Uncommon,14768,0.02,0.00,0.02,tcglo,
4,4,0,Wall of Glare,Urza's Destiny,1W,Creature  - Wall,White,Common,15120,0.24,4.59,0.96,tcglo,
1,1,0,Fledgling Osprey,Urza's Destiny,U,Creature  - Bird,Blue,Common,15145,0.04,0.15,0.04,tcglo,
1,1,0,Kingfisher,Urza's Destiny,3U,Creature  - Bird,Blue,Common,15147,0.02,0.16,0.02,tcglo,
2,2,0,Telepathic Spies,Urza's Destiny,2U,Creature  - Human Wizard,Blue,Common,15149,0.05,0.25,0.10,tcglo,
2,2,0,Mental Discipline,Urza's Destiny,1UU,Enchantment,Blue,Common,15158,0.05,0.14,0.10,tcglo,
1,1,0,Squirming Mass,Urza's Destiny,1B,Creature  - Horror,Black,Common,15170,0.04,0.30,0.04,tcglo,
1,1,0,Ravenous Rats,Urza's Destiny,1B,Creature  - Rat,Black,Common,15172,0.05,0.44,0.05,tcglo,
1,1,0,Bubbling Muck,Urza's Destiny,B,Sorcery,Black,Common,15179,0.85,17.99,0.85,tcglo,
1,1,0,Dying Wail,Urza's Destiny,1B,Enchantment  - Aura,Black,Common,15183,0.03,0.17,0.03,tcglo,
2,2,0,Hulking Ogre,Urza's Destiny,2R,Creature  - Ogre,Red,Common,15196,0.03,0.20,0.06,tcglo,
2,2,0,Wild Colos,Urza's Destiny,2R,Creature  - Goat Beast,Red,Common,15198,0.05,0.26,0.10,tcglo,
1,1,0,Trumpet Blast,Urza's Destiny,2R,Instant,Red,Common,15200,0.06,0.33,0.06,tcglo,
1,1,0,Yavimaya Elder,Urza's Destiny,1GG,Creature  - Human Druid,Green,Common,15225,0.20,17.99,0.20,tcglo,
1,1,0,Pattern of Rebirth,Urza's Destiny,3G,Enchantment  - Aura,Green,Rare,15234,1.35,29.70,1.35,tcglo,
1,1,0,Scent of Nightshade,Urza's Destiny,1B,Instant,Black,Common,15265,0.03,0.23,0.03,tcglo,
1,1,0,Scent of Ivy,Urza's Destiny,G,Instant,Green,Common,15267,0.02,3.24,0.02,tcglo,
2,2,0,Infantry Veteran,Classic Sixth Edition,W,Creature  - Human Soldier,White,Common,15359,0.04,0.00,0.08,tcglo,
5,5,0,Dream Cache,Classic Sixth Edition,2U,Sorcery,Blue,Common,15365,0.05,0.00,0.25,tcglo,
1,1,0,Spell Blast,Classic Sixth Edition,XU,Instant,Blue,Common,15377,0.04,0.00,0.04,tcglo,
3,3,0,Dry Spell,Classic Sixth Edition,1B,Sorcery,Black,Common,15382,0.03,0.00,0.09,tcglo,
2,2,0,Enfeeblement,Classic Sixth Edition,BB,Enchantment  - Aura,Black,Common,15386,0.03,0.00,0.06,tcglo,
1,1,0,Feral Shadow,Classic Sixth Edition,2B,Creature  - Nightstalker,Black,Common,15387,0.05,0.00,0.05,tcglo,
4,4,0,Blood Pet,Classic Sixth Edition,B,Creature  - Thrull,Black,Common,15400,0.08,0.00,0.32,tcglo,
3,3,0,Gorilla Chieftain,Classic Sixth Edition,2GG,Creature  - Ape,Green,Common,15427,0.05,0.00,0.15,tcglo,
1,1,0,Capashen Templar,Urza's Destiny,2W,Creature  - Human Knight,White,Common,15762,0.04,0.20,0.04,tcglo,
1,1,0,Solidarity,Urza's Destiny,3W,Instant,White,Common,15764,0.07,0.46,0.07,tcglo,
1,1,0,Chime of Night,Urza's Destiny,1B,Enchantment  - Aura,Black,Common,15768,0.05,0.30,0.05,tcglo,
1,1,0,Cloudchaser Eagle,Seventh Edition,3W,Creature  - Bird,White,Common,15778,0.05,4.67,0.05,tcglo,
3,3,0,Holy Strength,Seventh Edition,W,Enchantment  - Aura,White,Common,15779,0.02,1.75,0.06,tcglo,
1,1,0,Eager Cadet,Seventh Edition,W,Creature  - Human Soldier,White,Common,15780,0.01,1.61,0.01,tcglo,
1,1,0,Skyshroud Falcon,Seventh Edition,1W,Creature  - Bird,White,Common,15781,0.01,0.23,0.01,tcglo,
2,2,0,Bubbling Beebles,Urza's Destiny,4U,Creature  - Beeble,Blue,Common,15783,0.06,1.51,0.12,tcglo,
3,3,0,Slinking Skirge,Urza's Destiny,3B,Creature  - Imp,Black,Common,15786,0.04,0.22,0.12,tcglo,
1,1,0,Wall of Wonder,Seventh Edition,2UU,Creature  - Wall,Blue,Rare,15797,0.14,25.00,0.14,tcglo,
1,1,0,Goblin Elite Infantry,Seventh Edition,1R,Creature  - Goblin Warrior,Red,Common,15805,0.01,0.93,0.01,tcglo,
1,1,0,Sabretooth Tiger,Seventh Edition,2R,Creature  - Cat,Red,Common,15807,0.02,0.58,0.02,tcglo,
1,0,1,Ghitu Fire-Eater,Seventh Edition,2R,Creature  - Human Nomad,Red,Uncommon,15809,0.03,5.03,5.03,tcglo,
1,1,0,Mind Rot,Seventh Edition,2B,Sorcery,Black,Common,15828,0.04,2.52,0.04,tcglo,
3,3,0,Reflexes,Seventh Edition,R,Enchantment  - Aura,Red,Common,15833,0.03,5.99,0.09,tcglo,
1,1,0,Reclaim,Seventh Edition,G,Instant,Green,Common,15837,0.03,14.50,0.03,tcglo,
2,2,0,Sisay's Ring,Seventh Edition,4,Artifact,Artifact,Uncommon,15846,0.24,64.95,0.48,tcglo,
1,1,0,Charcoal Diamond,Seventh Edition,2,Artifact,Artifact,Uncommon,15849,1.00,50.00,1.00,tcglo,
1,1,0,Patagia Golem,Seventh Edition,4,Artifact Creature  - Golem,Artifact,Uncommon,15856,0.02,20.25,0.02,tcglo,
1,1,0,Beast of Burden,Seventh Edition,6,Artifact Creature  - Golem,Artifact,Rare,15861,0.25,20.00,0.25,tcglo,
1,1,0,Rofellos's Gift,Urza's Destiny,G,Sorcery,Green,Common,15877,0.10,3.63,0.10,tcglo,
2,2,0,Pygmy Pyrosaur,Seventh Edition,1R,Creature  - Lizard,Red,Common,15879,0.03,0.83,0.06,tcglo,
1,1,0,Compost,Seventh Edition,1G,Enchantment,Green,Uncommon,15881,0.49,34.00,0.49,tcglo,
1,1,0,Spineless Thug,Seventh Edition,1B,Creature  - Zombie Mercenary,Black,Common,15883,0.03,10.98,0.03,tcglo,
4,4,0,Healing Salve,Classic Sixth Edition,W,Instant,White,Common,16425,0.04,0.00,0.16,tcglo,
1,1,0,Mesa Falcon,Classic Sixth Edition,1W,Creature  - Bird,White,Common,16427,0.03,0.00,0.03,tcglo,
5,5,0,Fog Elemental,Classic Sixth Edition,2U,Creature  - Elemental,Blue,Common,16433,0.03,0.00,0.15,tcglo,
1,1,0,Soldevi Sage,Classic Sixth Edition,1U,Creature  - Human Wizard,Blue,Uncommon,16436,0.08,0.00,0.08,tcglo,
3,3,0,Anaba Shaman,Classic Sixth Edition,3R,Creature  - Minotaur Shaman,Red,Common,16441,0.03,0.00,0.09,tcglo,
1,1,0,Mountain Goat,Classic Sixth Edition,R,Creature  - Goat,Red,Common,16442,0.05,0.00,0.05,tcglo,
1,1,0,Goblin Elite Infantry,Classic Sixth Edition,1R,Creature  - Goblin Warrior,Red,Common,16443,0.03,0.00,0.03,tcglo,
5,5,0,Anaba Bodyguard,Classic Sixth Edition,3R,Creature  - Minotaur,Red,Common,16444,0.05,0.00,0.25,tcglo,
4,4,0,Balduvian Barbarians,Classic Sixth Edition,1RR,Creature  - Human Barbarian,Red,Common,16445,0.03,0.00,0.12,tcglo,
4,4,0,Cat Warriors,Classic Sixth Edition,1GG,Creature  - Cat Warrior,Green,Common,16450,0.05,0.00,0.20,tcglo,
3,3,0,Fyndhorn Brownie,Classic Sixth Edition,2G,Creature  - Ouphe,Green,Common,16451,0.05,0.00,0.15,tcglo,
2,2,0,Panther Warriors,Classic Sixth Edition,4G,Creature  - Cat Warrior,Green,Common,16453,0.05,0.00,0.10,tcglo,
5,5,0,Fit of Rage,Classic Sixth Edition,1R,Sorcery,Red,Common,16622,0.04,0.00,0.20,tcglo,
2,2,0,Fatal Blow,Classic Sixth Edition,B,Instant,Black,Common,16623,0.05,0.00,0.10,tcglo,
2,2,0,Terror,Classic Sixth Edition,1B,Instant,Black,Common,16624,0.05,0.00,0.10,tcglo,
1,1,0,Feast of the Unicorn,Classic Sixth Edition,3B,Enchantment  - Aura,Black,Common,16625,0.05,0.00,0.05,tcglo,
2,2,0,Tormented Angel,Urza's Destiny,3W,Creature  - Angel,White,Common,18287,0.06,2.00,0.12,tcglo,
1,1,0,Capashen Standard,Urza's Destiny,W,Enchantment  - Aura,White,Common,19095,0.06,0.31,0.06,tcglo,
2,2,0,Illuminated Wings,Urza's Destiny,1U,Enchantment  - Aura,Blue,Common,19097,0.05,0.25,0.10,tcglo,
2,2,0,Twisted Experiment,Urza's Destiny,1B,Enchantment  - Aura,Black,Common,19114,0.05,0.21,0.10,tcglo,
3,3,0,Flowstone Charger,Apocalypse,2RW,Creature  - Beast,Gold,Uncommon,19117,0.06,0.20,0.18,tcglo,
1,1,0,Yavimaya's Embrace,Apocalypse,5GUU,Enchantment  - Aura,Gold,Rare,19132,0.09,1.01,0.09,tcglo,
2,2,0,Vindicate,Apocalypse,1WB,Sorcery,Gold,Rare,19135,5.92,33.64,11.84,tcglo,
1,1,0,Ancient Spider,Planeshift,2GW,Creature  - Spider,Gold,Rare,19149,0.05,0.75,0.05,tcglo,
4,4,0,Consume Strength,Apocalypse,1BG,Instant,Gold,Common,19163,0.05,0.75,0.20,tcglo,
1,1,0,Devout Witness,Mercadian Masques,2W,Creature  - Human Spellshaper,White,Common,19536,0.06,0.97,0.06,tcglo,
2,2,0,Revered Elder,Mercadian Masques,2W,Creature  - Human Cleric,White,Common,19538,0.02,0.25,0.04,tcglo,
2,2,0,Fresh Volunteers,Mercadian Masques,1W,Creature  - Human Rebel,White,Common,19542,0.05,0.24,0.10,tcglo,
1,1,0,Nightwind Glider,Mercadian Masques,2W,Creature  - Human Rebel,White,Common,19544,0.08,0.46,0.08,tcglo,
4,4,0,Disenchant,Mercadian Masques,1W,Instant,White,Common,19548,0.05,3.35,0.20,tcglo,
1,1,0,Cho-Manno's Blessing,Mercadian Masques,WW,Enchantment  - Aura,White,Common,19551,0.16,2.00,0.16,tcglo,
1,1,0,Waterfront Bouncer,Mercadian Masques,1U,Creature  - Merfolk Spellshaper,Blue,Common,19557,0.09,3.28,0.09,tcglo,
2,2,0,Balloon Peddler,Mercadian Masques,2U,Creature  - Human Spellshaper,Blue,Common,19558,0.03,0.27,0.06,tcglo,
1,1,0,Darting Merfolk,Mercadian Masques,1U,Creature  - Merfolk,Blue,Common,19559,0.06,0.31,0.06,tcglo,
1,1,0,Timid Drake,Mercadian Masques,2U,Creature  - Drake,Blue,Uncommon,19560,0.05,0.32,0.05,tcglo,
1,1,0,Stinging Barrier,Mercadian Masques,2UU,Creature  - Wall,Blue,Common,19561,0.08,0.21,0.08,tcglo,
2,2,0,Port Inspector,Mercadian Masques,1U,Creature  - Human,Blue,Common,19562,0.02,0.12,0.04,tcglo,
2,2,0,Cloud Sprite,Mercadian Masques,U,Creature  - Faerie,Blue,Common,19563,0.08,1.35,0.16,tcglo,
1,1,0,Rishadan Cutpurse,Mercadian Masques,2U,Creature  - Human Pirate,Blue,Common,19566,0.08,3.87,0.08,tcglo,
1,1,0,Blockade Runner,Mercadian Masques,3U,Creature  - Merfolk,Blue,Common,19567,0.05,0.25,0.05,tcglo,
2,2,0,Misstep,Mercadian Masques,1U,Sorcery,Blue,Common,19568,0.03,0.26,0.06,tcglo,
1,1,0,Tidal Bore,Mercadian Masques,1U,Instant,Blue,Common,19569,0.03,0.41,0.03,tcglo,
1,1,0,Buoyancy,Mercadian Masques,1U,Enchantment  - Aura,Blue,Common,19574,0.04,0.23,0.04,tcglo,
1,1,0,Dehydration,Mercadian Masques,3U,Enchantment  - Aura,Blue,Common,19577,0.04,0.20,0.04,tcglo,
1,1,0,Bog Witch,Mercadian Masques,2B,Creature  - Human Spellshaper,Black,Common,19578,0.09,2.49,0.09,tcglo,
1,1,0,Plague Witch,Nemesis,1B,Creature  - Elf Spellshaper,Black,Common,19579,0.03,0.32,0.03,tcglo,
1,1,0,Cateran Persuader,Mercadian Masques,BB,Creature  - Human Mercenary,Black,Common,19580,0.04,0.31,0.04,tcglo,
1,1,0,Wall of Distortion,Mercadian Masques,2BB,Creature  - Wall,Black,Common,19583,0.03,0.18,0.03,tcglo,
1,1,0,Highway Robber,Mercadian Masques,2BB,Creature  - Human Rogue Mercenary,Black,Common,19585,0.04,0.20,0.04,tcglo,
1,1,0,Rampart Crawler,Mercadian Masques,B,Creature  - Lizard Mercenary,Black,Common,19586,0.04,0.24,0.04,tcglo,
2,2,0,Deepwood Ghoul,Mercadian Masques,2B,Creature  - Zombie,Black,Common,19587,0.04,0.25,0.08,tcglo,
2,2,0,Skulking Fugitive,Mercadian Masques,2B,Creature  - Horror Mercenary,Black,Common,19588,0.03,0.10,0.06,tcglo,
1,1,0,Dark Ritual,Mercadian Masques,B,Instant,Black,Common,19592,0.15,94.76,0.15,tcglo,
1,1,0,Soul Channeling,Mercadian Masques,2B,Enchantment  - Aura,Black,Common,19593,0.10,1.83,0.10,tcglo,
2,2,0,Maggot Therapy,Mercadian Masques,2B,Enchantment  - Aura,Black,Common,19594,0.02,0.25,0.04,tcglo,
2,2,0,Snuff Out,Mercadian Masques,3B,Instant,Black,Common,19595,0.79,31.48,1.58,tcglo,
1,1,0,Specter's Wail,Mercadian Masques,1B,Sorcery,Black,Common,19597,0.05,0.24,0.05,tcglo,
1,1,0,Flailing Soldier,Mercadian Masques,R,Creature  - Human Soldier,Red,Common,19602,0.03,0.21,0.03,tcglo,
1,1,0,Ceremonial Guard,Mercadian Masques,2R,Creature  - Human Soldier,Red,Common,19603,0.02,0.22,0.02,tcglo,
2,2,0,Kyren Glider,Mercadian Masques,1R,Creature  - Goblin,Red,Common,19604,0.02,0.25,0.04,tcglo,
1,1,0,Sizzle,Mercadian Masques,2R,Sorcery,Red,Common,19611,0.09,0.57,0.09,tcglo,
1,1,0,Flaming Sword,Mercadian Masques,1R,Enchantment  - Aura,Red,Common,19613,0.05,0.28,0.05,tcglo,
1,1,0,Tremor,Mercadian Masques,R,Sorcery,Red,Common,19614,0.02,0.24,0.02,tcglo,
2,2,0,Lightning Hounds,Mercadian Masques,2RR,Creature  - Hound,Red,Common,19618,0.04,0.19,0.08,tcglo,
1,1,0,War Cadence,Mercadian Masques,2R,Enchantment,Red,Uncommon,19619,0.10,3.20,0.10,tcglo,
1,1,0,Deepwood Drummer,Mercadian Masques,1G,Creature  - Human Spellshaper,Green,Common,19621,0.05,0.26,0.05,tcglo,
1,1,0,Rushwood Herbalist,Mercadian Masques,2G,Creature  - Human Spellshaper,Green,Common,19622,0.04,0.23,0.04,tcglo,
1,1,0,Vine Trellis,Mercadian Masques,1G,Creature  - Plant Wall,Green,Common,19624,0.10,4.21,0.10,tcglo,
2,2,0,Rushwood Dryad,Mercadian Masques,1G,Creature  - Dryad,Green,Common,19627,0.03,0.20,0.06,tcglo,
1,0,1,Deadly Insect,Mercadian Masques,4G,Creature  - Insect,Green,Common,19628,0.04,0.33,0.33,tcglo,
1,1,0,Howling Wolf,Mercadian Masques,2GG,Creature  - Wolf,Green,Common,19632,0.04,0.20,0.04,tcglo,
1,1,0,Land Grant,Mercadian Masques,1G,Sorcery,Green,Common,19633,0.20,10.25,0.20,tcglo,
1,1,0,Desert Twister,Mercadian Masques,4GG,Sorcery,Green,Uncommon,19638,0.05,1.29,0.05,tcglo,
1,1,0,Invigorate,Mercadian Masques,2G,Instant,Green,Common,19640,0.10,5.05,0.10,tcglo,
1,1,0,Shoving Match,Mercadian Masques,2U,Instant,Blue,Uncommon,19677,0.06,0.37,0.06,tcglo,
1,1,0,Nether Spirit,Mercadian Masques,1BB,Creature  - Spirit,Black,Rare,19693,0.30,20.95,0.30,tcglo,
1,1,0,Rouse,Mercadian Masques,1B,Instant,Black,Common,19700,0.05,0.25,0.05,tcglo,
3,3,0,Sacred Prey,Mercadian Masques,G,Creature  - Horse,Green,Common,19738,0.05,0.30,0.15,tcglo,
1,1,0,Horn of Plenty,Mercadian Masques,6,Artifact,Artifact,Rare,19755,0.04,1.79,0.04,tcglo,
1,1,0,Kyren Toy,Mercadian Masques,3,Artifact,Artifact,Rare,19759,0.23,4.00,0.23,tcglo,
1,1,0,Ramosian Captain,Mercadian Masques,1WW,Creature  - Human Rebel,White,Uncommon,19782,0.09,1.38,0.09,tcglo,
1,1,0,Arrest,Mercadian Masques,2W,Enchantment  - Aura,White,Uncommon,19789,0.08,1.75,0.08,tcglo,
1,1,0,Chameleon Spirit,Mercadian Masques,3U,Creature  - Illusion Spirit,Blue,Uncommon,19800,0.10,0.75,0.10,tcglo,
1,1,0,Rishadan Airship,Mercadian Masques,2U,Creature  - Human Pirate,Blue,Common,19802,0.10,1.33,0.10,tcglo,
1,1,0,Soothsaying,Mercadian Masques,U,Enchantment,Blue,Uncommon,19807,0.44,15.97,0.44,tcglo,
1,1,0,False Demise,Mercadian Masques,2U,Enchantment  - Aura,Blue,Uncommon,19812,0.10,1.99,0.10,tcglo,
2,2,0,Deathgazer,Mercadian Masques,3B,Creature  - Lizard,Black,Uncommon,19820,0.04,0.23,0.08,tcglo,
2,2,0,Rain of Tears,Mercadian Masques,1BB,Sorcery,Black,Uncommon,19828,0.10,4.25,0.20,tcglo,
1,1,0,Putrefaction,Mercadian Masques,4B,Enchantment,Black,Uncommon,19834,0.05,0.25,0.05,tcglo,
1,1,0,Ogre Taskmaster,Mercadian Masques,3R,Creature  - Ogre,Red,Uncommon,19844,0.05,0.35,0.05,tcglo,
1,1,0,Saber Ants,Mercadian Masques,3G,Creature  - Insect,Green,Uncommon,19862,0.20,1.64,0.20,tcglo,
1,1,0,Rushwood Elemental,Mercadian Masques,GGGGG,Creature  - Elemental,Green,Rare,19869,0.38,2.85,0.38,tcglo,
3,3,0,Spidersilk Armor,Mercadian Masques,2G,Enchantment,Green,Common,19870,0.50,5.48,1.50,tcglo,
